text,hate_pred,emotion_pred,date,latitude,longitude
@njjea @cccammy1 Dont date blondes.,sexism,anticipation,2022-10-19 09:48:35+00:00,51.4028046,0.0148142
Prolly running away from a womans wickedness https://t.co/bmkyP542Ti,sexism,optimism,2022-10-19 10:00:13+00:00,51.3713049,-0.101957
@jupiter_rad_2 Woman,sexism,joy,2022-10-19 12:11:32+00:00,51.5073359,-0.12765
@CroneInAMillion Going be messy. Stand Worse than men.,sexism,anger,2022-10-19 12:49:32+00:00,51.4952111,-0.1163354
@TiceRichard What planet are these yuppie dickheads on,racism,anger,2022-10-19 13:26:12+00:00,51.5760462,0.1822646
London is not a place for a girl to be cutting around on her own.,sexism,disgust,2022-10-19 17:42:36+00:00,51.65309,-0.2002261
This is a mans issue https://t.co/zMAXlWOKSc,sexism,anger,2022-10-19 18:46:31+00:00,51.4624292,-0.0101787
Men are just disappointment,sexism,sadness,2022-10-19 22:12:01+00:00,51.4952111,-0.1163354
I am too old to be watching #unapologetic on #channel4. #sidechick defined by 2 types Say what. What is a male sidekick called,sexism,disgust,2022-10-19 22:39:41+00:00,51.5432402,-0.0493621
Men dont cheat. This is cap . https://t.co/WxAze0y78D,sexism,anger,2022-10-19 22:43:46+00:00,51.3713049,-0.101957
Just another boring old misogynist.  Twat https://t.co/vLWe3jfrUu,sexism,anger,2022-10-20 07:10:54+00:00,51.5423045,-0.1395604
@PolisLoizou Literally an empty lil china head,racism,sadness,2022-10-20 08:26:42+00:00,51.5423045,-0.1395604
@TomOliverMoore @Keir_Starmer @UKLabour But self ID is a problem for most women,sexism,sadness,2022-10-20 08:28:26+00:00,51.5110713,-0.0144629
@st_pax @fem_mb @PGHosp They have the same rights in UK as everyone else. The Equality Act allows for female-only care/services and PG is a Womens hospital.,sexism,optimism,2022-10-20 11:00:06+00:00,51.4686132,-0.3613471
Woman do not in fact run the world https://t.co/MVHYAqZtye,sexism,disgust,2022-10-20 12:42:22+00:00,51.5384287,-0.0999051
women love things that last six weeks,sexism,joy,2022-10-20 13:21:41+00:00,51.5384287,-0.0999051
@PitchWorldWoman @DeborahMeaden Would peppa be the first female allowed to do th8s one,sexism,anticipation,2022-10-20 13:42:03+00:00,51.4745706,-0.0925416
"@E_J8one @CrazyNana1974 @ReemDepp Cold, cold women be cold",sexism,sadness,2022-10-20 14:28:55+00:00,51.5384287,-0.0999051
@P_Salasya  AM GOD FEARING WOMAN REASY TO SETTLE NOTE1.VERY WELL EDUCATED 2.Financially stable 3.well traveled,sexism,fear,2022-10-20 21:26:29+00:00,51.5110713,-0.0144629
"It pains when dating a girl amp later find out she is the girl of the people, by the people amp for the people. ",sexism,sadness,2022-10-21 08:35:48+00:00,51.542519299999995,-0.44833493117949663
vigilante shit was written for geminis,sexism,anger,2022-10-21 09:10:16+00:00,51.4952111,-0.1163354
Niggas die everyday B,racism,anger,2022-10-21 09:27:35+00:00,51.4624292,-0.0101787
"@VikingSlaveGirl Also vanity, in a man. For me, anyway.",sexism,optimism,2022-10-21 09:55:54+00:00,51.4952111,-0.1163354
@Odyne_LaFee I need a woman with big.....,sexism,anticipation,2022-10-21 13:01:39+00:00,51.65309,-0.2002261
The twats are out tonight,sexism,anger,2022-10-21 17:00:06+00:00,51.3713049,-0.101957
Women are women unless they are men.,sexism,anticipation,2022-10-21 19:48:27+00:00,51.5423045,-0.1395604
@thegemsons @LukeCarey1881 bald cant,disability,sadness,2022-10-21 19:57:58+00:00,51.542519299999995,-0.44833493117949663
When i have a smear i would only expect a women to perform it.  This is me at my most vulnerable snd i would refuse a man however they identify.,sexism,disgust,2022-10-21 20:32:29+00:00,51.5423045,-0.1395604
"@kierancuddihy A bit misogynist, its probably a man. The women get blamed for everything ",sexism,anger,2022-10-21 20:44:56+00:00,51.542519299999995,-0.44833493117949663
"@rob11335577 @Life_InA_Moment No, a woman.",sexism,anticipation,2022-10-21 22:32:53+00:00,51.5110713,-0.0144629
Men used to build and hunt,sexism,disgust,2022-10-21 23:13:56+00:00,51.3713049,-0.101957
Mental note: never ever EVER get on this girls bad side  https://t.co/S4hpCA1tZR,sexism,anger,2022-10-21 23:55:08+00:00,51.5073359,-0.12765
@AndiAbides @ScreamingWh0re @IzzyKamikaze Females... lol https://t.co/U9EvKf0vs3,sexism,joy,2022-10-22 07:28:47+00:00,51.4028046,0.0148142
@jocelynhurndall The hatred spewing out of Islamism is really one the vile elements of this religion.,religion,anger,2022-10-22 14:47:17+00:00,51.542519299999995,-0.44833493117949663
"I hope he fucking des, stupid cunt",sexism,anger,2022-10-22 18:11:45+00:00,51.4745706,-0.0925416
"Xi is demonstrating his arbitrary power. The #China we dealing with is a totalitarian state. The 2020s are going to be a rough time. We need to upgrade our defences, turf Chinese companies out of our economy, and pursue technological dominance in every sector... https://t.co/2HThVsZ5m7",racism,anger,2022-10-22 20:16:25+00:00,51.4745706,-0.0925416
"Ha, wait until she meets the feminist man  https://t.co/6hcnvJ6SpR",sexism,anticipation,2022-10-23 02:47:42+00:00,51.5432402,-0.0493621
"@fifisyms The ego of the woman is hideous.  I have always subscribed to the theory that you might get the thing you have always desired, but once you get it you are tested and your weaknesses are revealed",sexism,anger,2022-10-23 07:01:55+00:00,51.4920377,-0.2236401
Women dont like spending their money. Spend that 500 today https://t.co/CSJ311sh0D,sexism,anger,2022-10-23 10:51:13+00:00,51.3713049,-0.101957
"@_RaufM Bruh when them niggas crumble, THEY CRUMBLE",racism,anger,2022-10-23 13:14:21+00:00,51.5432402,-0.0493621
@ChineseEmbinUK China does not want to go back to the days of Mao tsi tong but this President seems hell bent on bringing them back. He must be stopped if that is the case he has aready made sure he cannot be challenged but he can and will be,racism,anger,2022-10-23 20:37:33+00:00,51.65309,-0.2002261
Twat https://t.co/Q3Oye6K2fh,sexism,anger,2022-10-23 20:53:58+00:00,51.4745706,-0.0925416
Men put their penis in any bitches mouth as if people dont bite,sexism,anger,2022-10-23 22:38:37+00:00,51.542519299999995,-0.44833493117949663
@Annewittycomb @francesbarber13 No . We are maximising the female experience. Making it matter as much as a mans.,sexism,optimism,2022-10-24 00:26:10+00:00,51.65309,-0.2002261
The one time Femi gets it right... https://t.co/8Tnr6AcFRk,sexism,anticipation,2022-10-24 10:05:39+00:00,51.5073359,-0.12765
@Beautyluv007 Get a man. Its more sustainable and wont add to your energy bills.,sexism,optimism,2022-10-24 10:53:33+00:00,51.542519299999995,-0.44833493117949663
Rating golfers as women  https://t.co/A8nnXCfTF8,sexism,joy,2022-10-24 15:01:34+00:00,51.4570271,-0.1932607
A woman can tell a lot about a guy by the size of his carbon footprint.,sexism,anticipation,2022-10-24 18:42:44+00:00,51.3713049,-0.101957
@sophielouisecc Cunts.,sexism,anger,2022-10-24 20:40:01+00:00,51.65309,-0.2002261
@SJayH95 A girl in my gym today.. spent more time on selfies than lifting anything,sexism,joy,2022-10-24 21:23:30+00:00,51.5073359,-0.12765
Whats a female penis https://t.co/OOMW6f7tqq,sexism,anticipation,2022-10-25 07:17:14+00:00,51.5384287,-0.0999051
@61harpy @LarryCat4PM @wilder_harriet If youve got a cxck attached your a male.... https://t.co/UOHF5gXdXM,sexism,joy,2022-10-25 08:36:39+00:00,51.4920377,-0.2236401
Point where u dumb Niggaz probably deserve it,racism,anger,2022-10-25 17:45:41+00:00,51.4952111,-0.1163354
@ElectricKnocker The most normal thing a girl can do ,sexism,joy,2022-10-25 19:10:16+00:00,51.4686132,-0.3613471
Men vs boys,sexism,anticipation,2022-10-25 19:13:19+00:00,51.542519299999995,-0.44833493117949663
"Absolutely Horrific brutality against our pets, our faithful friends, our intelligent superhuman beings, #DOGS #Shame on #China Stop lying about Culture Its gangsters making money by stealing #DOGS and torturing live dogs to death #EVIL May they rot in Hell for their crimes https://t.co/9YUnW2t5mK",racism,anger,2022-10-25 20:32:23+00:00,51.542519299999995,-0.44833493117949663
@Plush_bears Poor little babies thank you for saving them from Hell on Earth for our friends amp family members #DOGS are not #Food  #BanYulin #ShameonChina,racism,anger,2022-10-25 20:36:54+00:00,51.542519299999995,-0.44833493117949663
@mpcmurph Twat.,sexism,anger,2022-10-25 23:35:43+00:00,51.3713049,-0.101957
@historyinmemes Why does everyone assume its a malenIn most animal societies females do all the work.,sexism,disgust,2022-10-26 03:14:37+00:00,51.5423045,-0.1395604
"Thank you Ian, I look forward to meeting you in Washington next month as we bring this most prescient tragedy to the people of AmericannWorld leaders can no longer hide behind the cash and favours doled out by the CCP for their silence and complicity in this human rights tragedy https://t.co/RHECaP1H8O",racism,anger,2022-10-26 05:54:27+00:00,51.5073359,-0.12765
@DavidLammy Now @UKLabour needs a woman as their leader,sexism,anticipation,2022-10-26 06:14:00+00:00,51.5110713,-0.0144629
"@belindawills @lottebettsdean Im also intrigued by the position of the kaputte Haare thing. As a feminist, am i supposed to be dyeing my leg hair to the point of destruction",sexism,disgust,2022-10-26 06:35:03+00:00,51.4745706,-0.0925416
"@gojkoadzic Definitely sounds female to me. Young adult, but thats perhaps because what theyre reading isnt particularly childish.",sexism,anticipation,2022-10-26 08:39:25+00:00,51.4624292,-0.0101787
@LionsgateUK Wouldnt it be Brava feminine,sexism,anticipation,2022-10-26 12:38:12+00:00,51.5384287,-0.0999051
I reject this panglossian depiction of the cotton harvest by the CCP spindoctor-in-chief that omits the human slavery and child-workers. nnThats why @uyghurcongress are taking the UK government to court for its failure to stop #Uyghur forced-labour cotton from our stores. 1/2 https://t.co/RDUXTv5TOJ,racism,anger,2022-10-26 13:22:21+00:00,51.4745706,-0.0925416
Men are not and will never be women.,sexism,anger,2022-10-26 20:14:40+00:00,51.5423045,-0.1395604
@SpokespersonCHN How much concrete has China used in the past decade How are those  really rare Dolphins that were in the way The Beijing smog levels. The CCP will not beat covid but nature will.,racism,disgust,2022-10-26 20:33:34+00:00,51.4570271,-0.1932607
@mikey_esquire Overweight Women Admit They Arent Attracted To Plus-Sized Men. Better,sexism,disgust,2022-10-26 20:36:20+00:00,51.3713049,-0.101957
"Mens deodorant has you smellin like batteries after like an hour, womens products are ELITE https://t.co/lwL4wGL2Y2",sexism,joy,2022-10-27 11:09:12+00:00,51.5432402,-0.0493621
the sluttiest thing a man can wear is an oversized carhartt t shirt,sexism,sadness,2022-10-27 11:24:07+00:00,51.5384287,-0.0999051
@TalkTV Cunts,sexism,anger,2022-10-27 14:27:43+00:00,51.65309,-0.2002261
"its 2022, almost 2023 and people still think that women work out, go to the gym/do any form of physical exercise solely for aesthetic reasons..",sexism,disgust,2022-10-27 16:53:02+00:00,51.4952111,-0.1163354
"1st rule of girl code, we dont talk about Jerry",sexism,anger,2022-10-27 18:13:25+00:00,51.5384287,-0.0999051
Ive never felt like I ever have encroached into a female space until I went to a true crime podcast live recording,sexism,anticipation,2022-10-27 18:36:58+00:00,51.5073359,-0.12765
Cats are such wankers. https://t.co/W2TQQqc1pN,sexism,anger,2022-10-28 03:15:16+00:00,51.4028046,0.0148142
"@MiadoesTweets @wartranslated Ramzans guiding principle: a woman for duty, a boy for pleasure, but a goat for ecstasy.",sexism,joy,2022-10-28 08:56:50+00:00,51.4686132,-0.3613471
@ThomasR47881130 @LeoKearse @BTPBerks On behalf of all females.,sexism,joy,2022-10-28 11:47:48+00:00,51.5110713,-0.0144629
"Womens mist effective weapon to vent their agression is lies, gossip and defamation  they far too dangerous",sexism,anger,2022-10-28 11:55:35+00:00,51.4686132,-0.3613471
@runawaygirl248 Mans Best friend or shall I say womans Best Paw,sexism,joy,2022-10-28 14:00:36+00:00,51.5423045,-0.1395604
@AnthonySpurlo12 Somethings a girl never tells ,sexism,optimism,2022-10-28 16:02:02+00:00,51.5154795,-0.175365
"@michaelblackcab Im not a fan of Chinese, especially after what they did in Wuhan, the little rascals.",racism,anger,2022-10-28 17:26:04+00:00,51.5073359,-0.12765
"@ken4rd Filthy, men are too passive sometimes. Our nature works against us sometimes",sexism,sadness,2022-10-28 17:33:56+00:00,51.5432402,-0.0493621
@JoJoFromJerz Why are all the Russian bots female,sexism,anger,2022-10-28 18:37:27+00:00,51.5154795,-0.175365
"@salltweets Humans born as male, should not be allowed in female toilets. This is basic people, really really basic stuff.",sexism,anger,2022-10-28 20:01:19+00:00,51.4624292,-0.0101787
A wife is better than a friend.,sexism,optimism,2022-10-28 22:51:46+00:00,51.65309,-0.2002261
@k16_natita Japanese hide their terrible past and create fake history. It is not the US forcing Japan to not to mention about atomic bombs dropped in Hiroshima and Nagasaki. Japanese right wing doesnt want what Japan did during the WW II. Japan is controlled by political clans such as Abe.,racism,disgust,2022-10-29 02:02:32+00:00,51.5154795,-0.175365
@stephenhdg @journeymanstev1 I was a keen motorcyclist in my teens amp 20s. I regret it now as its the biggest turn off for women after a beer gut amp man boobs,sexism,sadness,2022-10-29 03:41:07+00:00,51.5384287,-0.0999051
Some women are so damn weird bro.,sexism,anger,2022-10-29 04:34:00+00:00,51.4745706,-0.0925416
@bencooI Twat,sexism,anger,2022-10-29 11:00:39+00:00,51.5073359,-0.12765
@millihill Guess they mean trying to impregnate Psychology is interesting: women exists only as a subset of the man.,sexism,anticipation,2022-10-29 13:24:06+00:00,51.4745706,-0.0925416
@JillTowers @cjcheesecake If only men could read the signs https://t.co/SaN4ExW8IH,sexism,disgust,2022-10-29 14:40:14+00:00,51.5156177,-0.0919983
LOOOOOOOOOOOOOOOOOOOL Niggas are too funny https://t.co/yJTq84Afb2,racism,joy,2022-10-29 16:26:41+00:00,51.5432402,-0.0493621
We thank God they got you Niggas out https://t.co/lQ7yTT9lBX,racism,anger,2022-10-29 17:52:22+00:00,51.5432402,-0.0493621
Men should stop wearing grey sweatpants. Its a sin,sexism,anger,2022-10-29 19:56:38+00:00,51.4952111,-0.1163354
@RoadsideMum @HelenAshby72 Its not Old Testament. Jews dont have heaven or hell. That vicar is just a piece of trash.,religion,anger,2022-10-29 19:57:14+00:00,51.4686132,-0.3613471
men be lying about their height like i lie about my age,sexism,anger,2022-10-30 03:56:30+00:00,51.4745706,-0.0925416
@judi_sutherland @RoryStewartUK @RestIsPolitics Depending on if they are in boy or girl mode,sexism,anticipation,2022-10-30 06:49:50+00:00,51.5110713,-0.0144629
Fucking love men but gotta say they are really jarring.,sexism,anger,2022-10-30 09:40:50+00:00,51.5432402,-0.0493621
@TranPanTrashcan @nyx_nyx_nyx_666 A few of us had use male toilets at football last season as womens single toilet was unavailable. The stench in there was unbearable. Next time Id rather piss behind a bush,sexism,anger,2022-10-30 10:34:15+00:00,51.4745706,-0.0925416
@drewrhyde @voodoodoyou Faggot,sexual_orientation,anger,2022-10-30 11:50:37+00:00,51.5110713,-0.0144629
Women are not good people,sexism,anger,2022-10-30 12:02:13+00:00,51.3713049,-0.101957
Women dont forget things. Theyre very dangerous.,sexism,fear,2022-10-30 12:04:54+00:00,51.3713049,-0.101957
@EtonOldBoys Why do men always leave the toilet seat up ,sexism,disgust,2022-10-30 12:50:35+00:00,51.4613531,-0.3032767
I have gotten called out several times for being in the mens room Thats 100% a lie. Ive been to concerts and other events where women use the mens as the queues too long and we do not give a shit if you need to piss go piss. https://t.co/9wD0he090f,sexism,anger,2022-10-30 17:29:28+00:00,51.4686132,-0.3613471
@MsGrumpyUpNorth The woman is not natural and never has been...when she pops her clogs her body will fall to pieces.,sexism,sadness,2022-10-30 20:52:42+00:00,51.4745706,-0.0925416
Men tweeting about football is worse than me tweeting about Love Island two years ago,sexism,anger,2022-10-30 21:21:50+00:00,51.4952111,-0.1163354
@Alice_Tzu @Divinadecampo Males do not experience mental trauma as they are incapable of doing so https://t.co/vfVmrUOCZU,sexism,sadness,2022-10-31 09:53:31+00:00,51.4570271,-0.1932607
@Bellaaderonke Women are not good people,sexism,anger,2022-10-31 10:37:45+00:00,51.3713049,-0.101957
men are actual bastards Im back to hating them,sexism,anger,2022-10-31 13:12:45+00:00,51.5073359,-0.12765
Im going to start saying my balls exploded when I see a hot girl. https://t.co/H2EBS4eyQi,sexism,anticipation,2022-10-31 13:54:21+00:00,51.5423045,-0.1395604
Bitches be shopping https://t.co/3VL2kA6INU,sexism,anger,2022-10-31 14:39:19+00:00,51.5073359,-0.12765
"Women who fight for their man, need their heads checking, no surprise its a Ratchet giving it the big cheese. https://t.co/jTnn3KRCog",sexism,anger,2022-10-31 17:11:45+00:00,51.5073359,-0.12765
@MichelleDewbs   Please raise the pollution by China .  Without them signing up to COP its a total waste of time -  the whole net zero nonsense.   China needs to part of every net zero discussion and wasteful demonstration.,racism,anger,2022-10-31 18:36:36+00:00,51.542519299999995,-0.44833493117949663
Ive been sentenced to death for slaying these basic bitches too hard @ London Eye https://t.co/iblaiWCISd,sexism,anger,2022-10-31 18:54:03+00:00,51.4952111,-0.1163354
@ArchRose90 Chris Tousi sounds better and less feminine,sexism,anticipation,2022-10-31 20:42:16+00:00,51.5073359,-0.12765
Fuck TERFs  https://t.co/vOKCIO5QU6,sexism,anger,2022-10-31 22:25:33+00:00,51.5073359,-0.12765
Girls say goodnight to you then spend the next hour on tik tok,sexism,joy,2022-11-01 06:51:11+00:00,51.5760462,0.1822646
"almost just died at paddington, men are weird sometimes x",sexism,sadness,2022-11-01 12:18:06+00:00,51.5154795,-0.175365
They put pork in everything man Im just trying to eat out here why the FUCK everything gotta have pig in it can we not have ONE sandwich without swine,racism,anger,2022-11-01 13:33:20+00:00,51.5423045,-0.1395604
Nahhh Bitches Be Weird Af ,sexism,anger,2022-11-02 00:09:40+00:00,51.5073359,-0.12765
Its almost like investing in womens sports works  https://t.co/k8m11Y8Jsc,sexism,anticipation,2022-11-02 09:29:55+00:00,51.4624292,-0.0101787
"Fam Aint this the truth. Men are wicked, ooo https://t.co/bgRQR9CBwQ",sexism,anger,2022-11-02 10:30:27+00:00,51.4952111,-0.1163354
"@RileyGaines @coachblade So, bike racer, not good enough to compete and win against men,  changed to womens team.nCoward.",sexism,anger,2022-11-02 14:26:07+00:00,51.5423045,-0.1395604
@MsFoyin The poison of a woman has no effect on a King,sexism,anger,2022-11-02 18:35:05+00:00,51.3713049,-0.101957
Only girl in the kitchen.,sexism,anticipation,2022-11-02 21:50:46+00:00,51.4745706,-0.0925416
SICKENING LYING PIECE OF SHIT - IF YOU 2 HAD ALBANIAN GANG MEMBERS IN THE HOUSE YOU 2 WONT BE ABLE TO TELL THE STORY THE NEXT DAY BISMILLAH TO THAT - TERRIBLE PEOPLE - SHOCKING ALBANIANS ARE HONEST GREAT PEOPLE - THESE TYPES OF BIGOTRY AND islamophobia NEEDS TO STOP  https://t.co/LjlVIHQKO4,religion,anger,2022-11-02 22:09:18+00:00,51.4570271,-0.1932607
@SilverstoneUK I dont tend to seek out guys in a pub To be honest I look for the girls theyre better drivers  @AbbiPulling @JamieChadwick,sexism,anticipation,2022-11-02 23:31:50+00:00,51.542519299999995,-0.44833493117949663
Women are not good people.,sexism,anger,2022-11-03 11:32:57+00:00,51.3713049,-0.101957
Women are not good people. https://t.co/NAXi0t1y4k,sexism,anger,2022-11-03 13:27:54+00:00,51.3713049,-0.101957
Can I get a woman that cooks regularly Please and thank you,sexism,anticipation,2022-11-03 14:35:25+00:00,51.4745706,-0.0925416
I cant listen to the twat on talksport ,sexism,anger,2022-11-03 22:09:44+00:00,51.5760462,0.1822646
"@christianIarson @KelseaBallerini @MarenMorris Country radio needs to keep its quota of 90% bro. Cant have mediocre men losing out, can they ",sexism,anger,2022-11-04 07:40:08+00:00,51.65309,-0.2002261
@Danielaah_92 @worldofwomennft @SyronaE @kashviETH Are there still spaces left for a female founder to join,sexism,anticipation,2022-11-04 12:34:11+00:00,51.4745706,-0.0925416
Feminist Foreign Policy What She wont/cant describe a #Woman as an Adult Human Female #WomenWontWeesht https://t.co/Dy9QUQffNE,sexism,anger,2022-11-04 15:51:48+00:00,51.542519299999995,-0.44833493117949663
@timesscotland #FeministPolicy Sweden dropped it. Sturgeon is way behind the curve,sexism,disgust,2022-11-04 16:00:27+00:00,51.542519299999995,-0.44833493117949663
@EMF_01 @European_DGI @EMF_01 seems like strategy works to attract questions with female GIFS https://t.co/T3BQFwrGIO,sexism,anticipation,2022-11-04 18:27:03+00:00,51.5154795,-0.175365
I hate men,sexism,anger,2022-11-04 19:22:56+00:00,51.542519299999995,-0.44833493117949663
@SoySimpsonitoMX Hell Satans,religion,anger,2022-11-04 20:36:43+00:00,51.5110713,-0.0144629
"@JaneJohnsonBakr @EmergMedDr Being honest, I did not know that. And I think the public has no idea of this. Repeated infections by Covid, which attacks the cardiovascular system, is a public health crisis.nThe Chinese are determined to suppress this virus. What do they know which we do not",racism,fear,2022-11-05 00:14:39+00:00,51.4952111,-0.1163354
Men who shout smile at women while theyre running - get in the bin.,sexism,anger,2022-11-05 10:06:33+00:00,51.4624292,-0.0101787
@I2ationaL Bring smoke to a Muslim you could end up in hell forever. Why take the risk,religion,disgust,2022-11-05 11:04:31+00:00,51.4686132,-0.3613471
@Cobisback bunch of twats,sexism,anger,2022-11-05 13:19:35+00:00,51.4952111,-0.1163354
@TobleroneFrank The real problem in the world is actress pay scale vs mens,sexism,disgust,2022-11-05 15:13:24+00:00,51.4624292,-0.0101787
Why do men die earlier https://t.co/bXfia4NJRv,sexism,sadness,2022-11-05 16:10:55+00:00,51.4920377,-0.2236401
"Resting btch faces @ London, United Kingdom https://t.co/Q59YTpZbvK",sexism,anger,2022-11-05 18:14:05+00:00,51.5156177,-0.0919983
Who else thinks @ShirleyBallas looks like a womble in her outfit @bbcstrictly,sexism,anticipation,2022-11-05 19:10:28+00:00,51.542519299999995,-0.44833493117949663
Ready to shwet my disco tits off for miss tuvayloo #DirtFemmeTour  https://t.co/MHuVYsMY3j,sexism,joy,2022-11-05 19:24:54+00:00,51.5073359,-0.12765
About to see tove lo perform dirt femme.. yeah its over for you @pitchfork,sexism,anticipation,2022-11-05 19:33:35+00:00,51.5110713,-0.0144629
Evil rapist scum.  Rot in jail you evil evil bastards. https://t.co/hrEMhKDbdS,religion,anger,2022-11-05 21:15:46+00:00,51.5423045,-0.1395604
@Pops__o Now this is one of many reasons why women are better than men. Cooler and do it better.,sexism,optimism,2022-11-05 21:24:01+00:00,51.4028046,0.0148142
Men can be horny animals but never let women get in their way. They can also be monopolistic and get want what they get when a guy falls to his knees.,sexism,anger,2022-11-05 22:09:11+00:00,51.4028046,0.0148142
@cfcjb_ Twat prob wants free tickets,sexism,anger,2022-11-05 22:49:09+00:00,51.4686132,-0.3613471
@afcMitchell Fam Ill suck any female on my approach,sexism,anger,2022-11-05 23:35:27+00:00,51.4028046,0.0148142
@afcMitchell Females are breading,sexism,anger,2022-11-06 00:01:46+00:00,51.4028046,0.0148142
Men will buy shoes for 8k but not a face wash,sexism,disgust,2022-11-06 06:40:18+00:00,51.5760462,0.1822646
Tattooed women belong in prison,sexism,anger,2022-11-06 06:50:40+00:00,51.5423045,-0.1395604
@SophiaCannon That is quite horrific Good god people men do better,sexism,fear,2022-11-06 09:00:56+00:00,51.4624292,-0.0101787
twat https://t.co/BseNMzSoXq,sexism,anger,2022-11-06 11:37:14+00:00,51.4920377,-0.2236401
Love beating those cunts.,sexism,anger,2022-11-06 14:27:28+00:00,51.4920377,-0.2236401
@SeasonDeeper mine was a girls word make up and hair.,sexism,joy,2022-11-06 16:56:40+00:00,51.4570271,-0.1932607
Islamic terror should be rooted out by Muslims themselves as it destroys humanity itself https://t.co/p0U6ULPFda,religion,fear,2022-11-06 20:06:33+00:00,51.4686132,-0.3613471
men will always disappoint,sexism,anger,2022-11-06 21:31:52+00:00,51.5110713,-0.0144629
This is why girls win euros and men dont  #imaceleb,sexism,joy,2022-11-06 21:44:48+00:00,51.5073359,-0.12765
@CoreySherrif @pritipatel @BorisJohnson @Conservatives Its a fault of the British government who trusted communist Chinas promises. Basically nobody should trust words of communists. Its time for the British government to learn about communists China amp act as a responsible former colonial power for the disasters it couldnt stop.,racism,anger,2022-11-06 23:41:07+00:00,51.5154795,-0.175365
This is why religion and I will never be friends. They allow this bigotry in their name  https://t.co/mM8cNKkcTi,religion,anger,2022-11-07 00:30:01+00:00,51.4952111,-0.1163354
@iAmComputer__ Do men dance more than women in clubs,sexism,anticipation,2022-11-07 11:21:25+00:00,51.5154795,-0.175365
@icarunesaftrdrk I will never understand men,sexism,disgust,2022-11-07 11:37:43+00:00,51.542519299999995,-0.44833493117949663
"Urgh, Frage fan girls are weird. Shudders closes Twitter",sexism,fear,2022-11-07 14:25:27+00:00,51.4952111,-0.1163354
@ValentineParrot bloody atheists...,religion,anger,2022-11-07 14:59:49+00:00,51.5156177,-0.0919983
@Annette1Hardy @yasminelse @JustStop_Oil evil twats,sexism,anger,2022-11-07 17:13:51+00:00,51.4686132,-0.3613471
@FaetheRye @AlbaPartyTime Most gynos are now women. Look at the stats.,sexism,anticipation,2022-11-07 17:21:41+00:00,51.4686132,-0.3613471
@anon_opin Totally fair comment. Let them eat cak.,religion,anger,2022-11-07 20:27:49+00:00,51.5073359,-0.12765
@_david_ho_ Climate change is a man made problem that will be solved by feminism . This will involve men because feminism is about equality  Mary Robinson,sexism,optimism,2022-11-07 23:17:31+00:00,51.5384287,-0.0999051
"How socialism ends. China/Russia, murder millions of your own people then fuck up the world with the threat of nuclear war and historic pollution. What a monumental delusion. And they want it here. https://t.co/nDMnxSvGjs",racism,anger,2022-11-08 02:36:11+00:00,51.5423045,-0.1395604
"As a lady in this group, you should at least have two guys.",sexism,anger,2022-11-08 09:33:15+00:00,51.5760462,0.1822646
"As a man, if you dont have 2-3 ladies here. You are doing something wrong",sexism,anger,2022-11-08 11:59:31+00:00,51.5760462,0.1822646
The polish people are next level confused coz how can she say shes not racist but next sentence she racist lol smh its easy to expose under covers and respect to the racists who dont hide and backtrack their hatred snakes get chopped of https://t.co/dwlIFXa9Mc,racism,anger,2022-11-08 12:40:18+00:00,51.4570271,-0.1932607
When comes to dating Ill take a Queen over a Masculine Guy any day Yall are good for sex but toxic Af.n,sexism,joy,2022-11-08 19:45:14+00:00,51.5073359,-0.12765
Knight falls on his own sword. Twat. https://t.co/lwWSJF3Lz8,sexism,anger,2022-11-08 20:20:29+00:00,51.4570271,-0.1932607
Twatty-bye https://t.co/sQMp3x8o5p,sexism,sadness,2022-11-08 20:21:57+00:00,51.5423045,-0.1395604
Constant forehead kisses is a tool men use to absorb all the sense in our brain. Stay safe girlies ,sexism,fear,2022-11-08 22:06:14+00:00,51.5384287,-0.0999051
@stevekrenzel @elonmusk @YouTube @FoxNews @AP @GOPn@JLonThanks Steve. Lets be blunt: Tik Tok is used by the CCP to spy on unaware users This is a MAJOR VIOLATION of their rights to PRIVACY. Were boycotting Tik Tok to hopefully convince the CCP to stop their erroneous spying tacticsn@china https://t.co/IhO1vN4zmX,racism,anger,2022-11-09 08:23:31+00:00,51.5156177,-0.0919983
@TalkTV Stupid woman - shoot her down,sexism,anger,2022-11-09 09:06:22+00:00,51.5760462,0.1822646
@AFC_HymnSheet twat,sexism,anger,2022-11-09 15:12:26+00:00,51.5432402,-0.0493621
@JustStop_Oil You f off and stop this stupid cult,religion,anger,2022-11-09 18:13:57+00:00,51.4745706,-0.0925416
You understand that men actually are more desperate for papers and do crazier things for papers than women . https://t.co/H45SLLSWtU,sexism,disgust,2022-11-09 18:17:41+00:00,51.3713049,-0.101957
some of the gals on here make me feel poorly,sexism,sadness,2022-11-09 18:35:22+00:00,51.4570271,-0.1932607
"Wild accusation, and all because 1.4bn Chinese all refused the option of buying a third rate pillow from a raving maniac. https://t.co/tjV0ZIrWtE https://t.co/holYUgVogw",racism,anger,2022-11-09 18:55:15+00:00,51.5073359,-0.12765
just saw a neon sign reading act like a lady think like a queen,sexism,joy,2022-11-10 19:38:06+00:00,51.4570271,-0.1932607
"Da fucks wrong with Russia, imagine sending someone to the gulag for carrying some weed vapes smh",racism,anger,2022-11-10 20:00:06+00:00,51.4570271,-0.1932607
