text,prediction,date,latitude,longitude
Modern tech fucking needy microwave beeps leave something fridge bitches leave open more than seconds,sexism,2023-01-23 21:36:56+00:00,51.5423045,-0.1395604
idiot because consonant,disability,2023-01-23 20:53:24+00:00,51.5073359,-0.12765
Sickening South Africa align itself with violent oppressive racist assholes like Russians Voetsek,racism,2023-01-23 20:37:35+00:00,51.4989948,-0.1991229
will your food alcohol fags Simple,sexual_orientation,2023-01-23 20:08:50+00:00,51.4686132,-0.3613471
This such load heinous garbage none them need that much time killing beautiful animals vanity,religion,2023-01-23 19:24:42+00:00,51.5384287,-0.0999051
girls playing cricket,sexism,2023-01-23 19:24:28+00:00,51.4613531,-0.3032767
could probably beat entire women team single handed,sexism,2023-01-23 18:29:19+00:00,51.4989948,-0.1991229
also interesting useful voice recovery from addiction also otherwise complete loon,disability,2023-01-23 18:26:45+00:00,51.65309,-0.2002261
every cute femme meanest world that only likes,sexism,2023-01-23 17:11:25+00:00,51.5423045,-0.1395604
women sports,sexism,2023-01-23 16:34:42+00:00,51.5073359,-0.12765
What primary reason women Answer honestly,sexism,2023-01-23 13:49:51+00:00,51.542519299999995,-0.44833493117949663
Contradicting entire pitch female only,sexism,2023-01-23 13:31:37+00:00,51.4745706,-0.0925416
time holiday problem fell because life party talkative friendly females using against would never work because really,sexism,2023-01-23 12:47:36+00:00,51.5384287,-0.0999051
change ball occasionally idiot,disability,2023-01-23 11:10:09+00:00,51.4920377,-0.2236401
fuck that JERRY JONES Irrelevant Fuck these niggas mane,racism,2023-01-23 11:09:07+00:00,51.4613531,-0.3032767
guess most feminists would find results this poll very hard relate,sexism,2023-01-23 08:27:23+00:00,51.5154795,-0.175365
Going have have women visit business trips more often,sexism,2023-01-23 07:43:27+00:00,51.5154795,-0.175365
please please STOP showing same adverts times after another wombat meerkat advert throwing Thames,sexism,2023-01-23 03:23:59+00:00,51.4820845,-0.0045417
While around with kids that pumped without even giving single orgasm these streets getting back blown women consider hoes,sexism,2023-01-23 00:09:41+00:00,51.5639957,-0.27590641378489267
Twat first order,sexism,2023-01-22 22:38:28+00:00,51.5073359,-0.12765
turned boring watching diary wimpy instead,sexism,2023-01-22 22:30:34+00:00,51.4686132,-0.3613471
mean could fucking stupid,disability,2023-01-22 22:16:58+00:00,51.5110713,-0.0144629
unserious wants every girl,sexism,2023-01-22 21:52:31+00:00,51.5760462,0.1822646
This woman dress sense,sexism,2023-01-22 21:26:06+00:00,51.65309,-0.2002261
chilling waiting cunts cash feet EVERYDAY fagtaxday Hahahaha Skype mastercris2,sexual_orientation,2023-01-22 20:55:44+00:00,51.5110713,-0.0144629
Guys finer than girls this conversation later,sexism,2023-01-22 20:48:21+00:00,51.65309,-0.2002261
such thing average woman,sexism,2023-01-22 19:12:37+00:00,51.4952111,-0.1163354
should hire hiring mean,disability,2023-01-22 18:09:05+00:00,51.4745706,-0.0925416
happy chinese year been doing some filming outside today hope good weekend,racism,2023-01-22 18:01:05+00:00,51.4820845,-0.0045417
agree love spending time with girls,sexism,2023-01-22 17:59:20+00:00,51.5384287,-0.0999051
actually getting play just want Martinez knock twat,sexism,2023-01-22 17:27:43+00:00,51.4028046,0.0148142
twat,sexism,2023-01-22 17:26:49+00:00,51.4613531,-0.3032767
This bolt driver fucking cunt missrebelle just vibe,sexism,2023-01-22 16:57:03+00:00,51.5154795,-0.175365
boring stupid,disability,2023-01-22 16:40:05+00:00,51.542519299999995,-0.44833493117949663
dimwit recommending views another dimwit,disability,2023-01-22 16:27:56+00:00,51.4613531,-0.3032767
Wife make fire Daughter first must help with laptop first must bleed,sexism,2023-01-22 16:26:19+00:00,51.4624292,-0.0101787
only know contrarian wanted different awkward just wanted annoy people like other thick pigshit blame them equally,disability,2023-01-22 16:12:25+00:00,51.4096275,-0.3062621
Lunatic feminist,sexism,2023-01-22 15:26:53+00:00,51.5154795,-0.175365
Putting cunt country since,sexism,2023-01-22 12:53:16+00:00,51.5639957,-0.27590641378489267
bitches,sexism,2023-01-22 12:51:11+00:00,51.5073359,-0.12765
needs remembered primarily future generations stupid,disability,2023-01-22 12:23:01+00:00,51.4624292,-0.0101787
Labour Party woman Problem full stop,sexism,2023-01-22 12:16:41+00:00,51.4613531,-0.3032767
Beauticians ruining women,sexism,2023-01-22 12:15:10+00:00,51.4028046,0.0148142
only person this thread looks like twat,sexism,2023-01-22 11:58:53+00:00,51.4028046,0.0148142
Male feminist,sexism,2023-01-22 11:56:07+00:00,51.5639957,-0.27590641378489267
double agree bald Cunt,sexism,2023-01-22 11:55:58+00:00,51.5073359,-0.12765
Double agree proper cunt,sexism,2023-01-22 11:47:34+00:00,51.5073359,-0.12765
says idiot responsible,disability,2023-01-22 11:44:02+00:00,51.5432402,-0.0493621
Absolute twats know what they,sexism,2023-01-22 11:23:01+00:00,51.4989948,-0.1991229
Block mengs,sexism,2023-01-22 11:14:49+00:00,51.5384287,-0.0999051
This they think woman When they they feel like woman inside they have idea woman feels They only project what they want woman copy Then they show,sexism,2023-01-22 11:03:58+00:00,51.6520851,-0.0810175
everything between colon idiot redundant,disability,2023-01-22 07:34:44+00:00,51.4613531,-0.3032767
dyslexic Retard,disability,2023-01-22 00:56:31+00:00,51.5073359,-0.12765
Posh twats,sexism,2023-01-22 00:26:04+00:00,51.5639957,-0.27590641378489267
reckon debate jolly well done Lets debate women have penis,sexism,2023-01-21 23:15:43+00:00,51.5154795,-0.175365
males will abuse Which shouldn make easier them demand access single spaces,sexism,2023-01-21 23:14:32+00:00,51.4745706,-0.0925416
IRGC enemy humanity danger whole world,religion,2023-01-21 22:51:57+00:00,51.4613531,-0.3032767
IRGC enemy humanity danger whole world,religion,2023-01-21 22:50:28+00:00,51.4613531,-0.3032767
Woman heart patient view give Paddington Bear hard stare Cardiologists when they refute evidence test results They believe they need talk male Cardiology Prof first before they accept expert experience test results,sexism,2023-01-21 22:41:47+00:00,51.65309,-0.2002261
because thick incompetent lazy,disability,2023-01-21 22:33:47+00:00,51.4613531,-0.3032767
angry today Labour cowards course they think women have They think like they scared over inflated misogynistic grass roots twats spotty incels,sexism,2023-01-21 22:33:33+00:00,51.5154795,-0.175365
twot,sexism,2023-01-21 22:22:32+00:00,51.5154795,-0.175365
Just because like awesome Film think think Cunt will always,sexism,2023-01-21 22:04:39+00:00,51.4028046,0.0148142
visibly drunk brother common sense goldfish necessarily,disability,2023-01-21 21:09:28+00:00,51.4624292,-0.0101787
Ugly stupid mental wanker pedophile,sexual_orientation,2023-01-21 20:05:03+00:00,51.4952111,-0.1163354
darling watching masked Singer daft like,disability,2023-01-21 19:36:13+00:00,51.5384287,-0.0999051
Sorry this basic bitch FUCKING want more than that then that despite playing well getting single decision,sexism,2023-01-21 19:26:03+00:00,51.5760462,0.1822646
Codswallop younger days would have been more than happy male wanted discomfort pain embarrassing moments leakage showing clothing they think wonderful menstaurate Twats,sexism,2023-01-21 19:24:11+00:00,51.4745706,-0.0925416
mfer will justify anything,sexism,2023-01-21 19:22:44+00:00,51.4613531,-0.3032767
fascists pathetic,sexual_orientation,2023-01-21 18:23:01+00:00,51.5384287,-0.0999051
Never occurred them that maybe girls just bare cucumber,sexism,2023-01-21 18:15:42+00:00,51.357464449999995,-0.17362689496950337
Yeah crazy conspiracy theorists want believe facts tried argue with ladies sounded completely brainwashed,sexism,2023-01-21 18:05:53+00:00,51.4820845,-0.0045417
Right twat notice,sexism,2023-01-21 18:01:13+00:00,51.5073359,-0.12765
women with small easy move around,sexism,2023-01-21 17:40:54+00:00,51.3713049,-0.101957
Life lesson argue with women agree,sexism,2023-01-21 17:01:55+00:00,51.4028046,0.0148142
useful idiot journalist hope they well,disability,2023-01-21 16:38:58+00:00,51.357464449999995,-0.17362689496950337
What expect from twat from aftv,sexism,2023-01-21 15:20:14+00:00,51.542519299999995,-0.44833493117949663
either high stupid everyone knows,disability,2023-01-21 13:11:33+00:00,51.5389922,0.0804245
they retired gammon sunsoakers ignorant fool course have pronouns your,disability,2023-01-21 12:45:20+00:00,51.5760462,0.1822646
misogynist arse hole,sexism,2023-01-21 12:34:28+00:00,51.5760462,0.1822646
Sorry meant misogynist sends death threats,sexism,2023-01-21 12:09:02+00:00,51.4613531,-0.3032767
forget also feed lizard people,racism,2023-01-21 12:01:05+00:00,51.5384287,-0.0999051
Middle Hslut,sexism,2023-01-21 11:26:33+00:00,51.5073359,-0.12765
never know brave really fucking stupid take your passport maybe both,disability,2023-01-21 11:03:15+00:00,51.357464449999995,-0.17362689496950337
Look what after went close could doubt phone ignore staring displays worst aspects been told woman,sexism,2023-01-21 10:51:22+00:00,51.6520851,-0.0810175
mini research sample only shows that women more likely lose their temper than very true Tell about,sexism,2023-01-21 10:41:42+00:00,51.65309,-0.2002261
Because most women aren decent sensible anymore perhaps,sexism,2023-01-21 10:17:55+00:00,51.4028046,0.0148142
please bitch Back cradle,sexism,2023-01-21 08:53:00+00:00,51.4989948,-0.1991229
believe know believe Chinese there created with funding from Fauci,racism,2023-01-21 07:46:26+00:00,51.4989948,-0.1991229
Never favourite female artist Cause they,sexism,2023-01-21 07:25:33+00:00,51.5073359,-0.12765
Stupid woman,sexism,2023-01-21 06:13:28+00:00,51.5110713,-0.0144629
girl will choose packs over cars stop going work,sexism,2023-01-21 02:58:39+00:00,51.5639957,-0.27590641378489267
forget women comments saying insecure setting boundary,sexism,2023-01-21 02:45:00+00:00,51.5154795,-0.175365
trae young biggest nerd should playing basketball,disability,2023-01-21 02:37:18+00:00,51.5432402,-0.0493621
live cave just daft troll,disability,2023-01-21 02:17:00+00:00,51.5126553,-0.3051952
publicise total effing idiot,disability,2023-01-21 01:14:47+00:00,51.5126553,-0.3051952
Prostitutes will never business Ever Anytime girl wagering against like elsewhere just know there worker thurr that happy fully service ghost your life tenth drama girl tryna with,sexism,2023-01-21 00:47:54+00:00,51.4624292,-0.0101787
That business model never will never fail good looking shape guys disagree experience says otherwise longer date with girl just wanna fuck rather upfront over with,sexism,2023-01-21 00:47:54+00:00,51.4624292,-0.0101787
think they just complete morons streaming theory doesn afraid,disability,2023-01-21 00:14:48+00:00,51.4624292,-0.0101787
Obviously Victoria Wood alone would funnier than every male comedian,sexism,2023-01-20 23:47:34+00:00,51.4096275,-0.3062621
play with your FUCKING bitch,sexism,2023-01-20 23:34:07+00:00,51.5639957,-0.27590641378489267
tiny jewish state desert land land owned indegenous owners Palestinians years land grabbing ethnic cleansing authentic Semites Stop hasbara,religion,2023-01-20 22:51:03+00:00,51.5423045,-0.1395604
Seriously what this trend with guys wearing pearl necklaces,sexism,2023-01-20 21:57:51+00:00,51.4820845,-0.0045417
told tiktok woman children that would rather than shit stomach Imagine actually thinking that alright thing type somebody actually almost,sexism,2023-01-20 21:55:03+00:00,51.65309,-0.2002261
Personally wouldn have Olivia this bitch,sexism,2023-01-20 21:53:06+00:00,51.4745706,-0.0925416
Makes what knives expert femme presenting Expendables,sexism,2023-01-20 19:19:26+00:00,51.5639957,-0.27590641378489267
short just want woman tower over,sexism,2023-01-20 19:16:57+00:00,51.5073359,-0.12765
love following femme them selfies finna everytime,sexism,2023-01-20 19:08:19+00:00,51.5154795,-0.175365
better looking more intelligent,disability,2023-01-20 18:50:41+00:00,51.4028046,0.0148142
Fella mean little girl will want school girls group chat next,sexism,2023-01-20 18:11:01+00:00,51.4989948,-0.1991229
thought Obviously female hormones voice,sexism,2023-01-20 17:08:12+00:00,51.5384287,-0.0999051
science Toxic women,sexism,2023-01-20 15:50:02+00:00,51.4028046,0.0148142
Women complicated maybe,sexism,2023-01-20 15:49:03+00:00,51.4096275,-0.3062621
been knocked bike twice male drivers Women drivers have lower insurance than simply because they safer drivers,sexism,2023-01-20 15:31:37+00:00,51.4624292,-0.0101787
stripped interest personality looks bland basic,disability,2023-01-20 15:31:18+00:00,51.4820845,-0.0045417
China hostile communist country told threat national security breaking human rights citizens every year half central London gets closed celebrate Chinese year,racism,2023-01-20 15:15:32+00:00,51.4989948,-0.1991229
just checked leaderboard website this would female group Only have logge very significant taking Also slightly thinking have something wrong,sexism,2023-01-20 14:59:13+00:00,51.596827149999996,-0.3373046180437286
just checked leaderboard website this would female group Only have logge very significant taking Also slightly thinking have something wrong,sexism,2023-01-20 14:59:10+00:00,51.596827149999996,-0.3373046180437286
paraphrase need give thought Anderson finally realised what obnoxious touch comfortably milking system twat thrown dummy trot self cancelled must woke Anderson,sexism,2023-01-20 14:32:12+00:00,51.5423045,-0.1395604
Women hatred games very illogical,sexism,2023-01-20 13:46:58+00:00,51.5073359,-0.12765
girl better luggage take much shit want,sexism,2023-01-20 13:35:21+00:00,51.4989948,-0.1991229
gentleman should always open door others just women,sexism,2023-01-20 13:32:42+00:00,51.542519299999995,-0.44833493117949663
Biig Piig best solo female artists even,sexism,2023-01-20 13:01:23+00:00,51.5432402,-0.0493621
most definitely female think Charles will make very good King despite what younger wife trying achieve,sexism,2023-01-20 12:59:54+00:00,51.4989948,-0.1991229
just female thing hold your until absolutely bursting,sexism,2023-01-20 12:42:07+00:00,51.4989948,-0.1991229
women have problem,sexism,2023-01-20 12:25:49+00:00,51.5073359,-0.12765
educated still over Cantona lashing like child which death fans know ignorant give benefit doubt Google Paul Nixon,disability,2023-01-20 12:22:19+00:00,51.5760462,0.1822646
Works better with Phoebe instead rather than well first IMVHO,sexism,2023-01-20 11:17:02+00:00,51.4745706,-0.0925416
Jamie Chadwick scares shit male drivers because could beat most them deserves more than this,sexism,2023-01-20 11:06:34+00:00,51.4989948,-0.1991229
nurses women cool Nurses never main breadwinner Excellent that Stop defending this twat terrible take wouldn were fire,sexism,2023-01-20 10:50:12+00:00,51.4028046,0.0148142
think just outed Chris Eubank proper cunt,sexism,2023-01-20 09:18:30+00:00,51.65309,-0.2002261
women really undermine each other,sexism,2023-01-20 07:05:22+00:00,51.5073359,-0.12765
Feminist father here full shit feminism about wanting same girls would they were boys,sexism,2023-01-20 06:41:12+00:00,51.65309,-0.2002261
thinks deal eighth grader,disability,2023-01-20 04:26:43+00:00,51.542519299999995,-0.44833493117949663
Maybe autistic,disability,2023-01-20 00:17:15+00:00,51.4613531,-0.3032767
unnecessary mans cartoon fool,disability,2023-01-19 22:52:23+00:00,51.4952111,-0.1163354
very deaf dementia,disability,2023-01-19 21:21:23+00:00,51.5156177,-0.0919983
Well male politicians usually have wife,sexism,2023-01-19 21:21:21+00:00,51.5639957,-0.27590641378489267
submissive females there Want played with,sexism,2023-01-19 21:03:09+00:00,51.5432402,-0.0493621
pocket sized beebies presenter retrained politician,disability,2023-01-19 20:39:04+00:00,51.5432402,-0.0493621
women really have Should write headlines like this,sexism,2023-01-19 20:23:18+00:00,51.5384287,-0.0999051
Among fierce competition award tone deaf goes,disability,2023-01-19 19:59:57+00:00,51.3713049,-0.101957
Kinda tough butch looking women,sexism,2023-01-19 19:38:49+00:00,51.65309,-0.2002261
Take your native population shove your arse,racism,2023-01-19 19:17:30+00:00,51.5639957,-0.27590641378489267
looking work with chinese dictatorship,racism,2023-01-19 19:15:52+00:00,51.4613531,-0.3032767
Being father about more than just paying money woman would hope after years priority would protect child,sexism,2023-01-19 18:37:42+00:00,51.5760462,0.1822646
Your wife loves mouth every night,sexism,2023-01-19 16:37:45+00:00,51.5760462,0.1822646
welcome idiot school headmaster best idiot here,disability,2023-01-19 16:28:24+00:00,51.5423045,-0.1395604
course lateral commission mates thinking ways dumb majority,disability,2023-01-19 16:27:19+00:00,51.4820845,-0.0045417
cunts,sexism,2023-01-19 15:57:42+00:00,51.4570271,-0.1932607
girl totally gets,sexism,2023-01-19 15:06:51+00:00,51.5432402,-0.0493621
CHANGED personalities when pictures girls played,sexism,2023-01-19 14:20:15+00:00,51.4989948,-0.1991229
fuck change your name while silly cunt,sexism,2023-01-19 14:01:48+00:00,51.5384287,-0.0999051
club legend decided bitchy knows,sexism,2023-01-19 13:44:42+00:00,51.5073359,-0.12765
women really have this joke,sexism,2023-01-19 11:44:13+00:00,51.5639957,-0.27590641378489267
swear evil people,racism,2023-01-19 10:34:13+00:00,51.5423045,-0.1395604
call cunt better face build than most,sexism,2023-01-19 10:30:30+00:00,51.4989948,-0.1991229
brother helped snow great laugh,disability,2023-01-19 09:39:02+00:00,51.4686132,-0.3613471
Thank First sensible answer course came from woman,sexism,2023-01-19 08:40:20+00:00,51.41086985,-0.18809708858824303
Best thing those ladies just back them destroy themselves,sexism,2023-01-19 07:23:06+00:00,51.5432402,-0.0493621
inside little fucking dare anyone think that burn hell loving shit Fuck Taliban lover Afghanistan think inside,religion,2023-01-19 07:16:06+00:00,51.5423045,-0.1395604
Sorry mate fucking nazi suppresses anyone questioned science encouraged medical tyranny jumping before thrown dock,religion,2023-01-19 07:07:19+00:00,51.5760462,0.1822646
twat there myriad reasons really,sexism,2023-01-19 06:04:41+00:00,51.357464449999995,-0.17362689496950337
must HATE women,sexism,2023-01-19 01:36:29+00:00,51.41086985,-0.18809708858824303
should deeply ashamed ended using look just ordinary bloke,disability,2023-01-18 23:57:26+00:00,51.5384287,-0.0999051
Define feminine please,sexism,2023-01-18 23:47:24+00:00,51.5384287,-0.0999051
seen somewhat pathetic excuse idiot,disability,2023-01-18 22:59:46+00:00,51.4820845,-0.0045417
upset thing this woman with additional needs would think would know better right busy body something silly woman,sexism,2023-01-18 22:54:10+00:00,51.5389922,0.0804245
unavailable were dishonest dolt,disability,2023-01-18 22:51:22+00:00,51.4989948,-0.1991229
things stupid woman,sexism,2023-01-18 22:48:18+00:00,51.5389922,0.0804245
just shows clown dummy,disability,2023-01-18 22:17:39+00:00,51.4745706,-0.0925416
know that when girls just comment girls looks,sexism,2023-01-18 21:56:57+00:00,51.5760462,0.1822646
wants play paedo,sexual_orientation,2023-01-18 20:34:18+00:00,51.5423045,-0.1395604
goes wrong smarter they lazier,disability,2023-01-18 19:55:41+00:00,51.5423045,-0.1395604
defining what feminism should shouldn,sexism,2023-01-18 19:43:28+00:00,51.5432402,-0.0493621
regressed Still lacking emotion also fucking idiot,disability,2023-01-18 19:40:07+00:00,51.5073359,-0.12765
apologise thing that designer normally just design male uniform much better male colleges general happy with their uniform female ones brilliant unfortunately disrespect designer course,sexism,2023-01-18 18:40:48+00:00,51.5073359,-0.12765
Nina should been Blac Chyna,sexism,2023-01-18 18:34:26+00:00,51.5760462,0.1822646
mind asking tall,disability,2023-01-18 18:19:14+00:00,51.5154795,-0.175365
just play where woman threw such over gender neutral labeled bathroom that took sign wish could have seen expression when protagonist this play literally transformed from woman halfway through,sexism,2023-01-18 16:50:00+00:00,51.5384287,-0.0999051
some voodoo shit china today gonna have some dinner,racism,2023-01-18 16:49:48+00:00,51.5423045,-0.1395604
wrong they will just keep backing their evil regime time there come back them,racism,2023-01-18 16:27:59+00:00,51.4028046,0.0148142
Emily Thornbury shit human being never mind being awful women,sexism,2023-01-18 16:22:43+00:00,51.5154795,-0.175365
trusted especially around females,sexism,2023-01-18 15:57:12+00:00,51.5384287,-0.0999051
definitely stupid,disability,2023-01-18 15:12:47+00:00,51.5423045,-0.1395604
talk daft,disability,2023-01-18 14:42:30+00:00,51.41086985,-0.18809708858824303
might been Anna first time being interviewed filmed female news team last,sexism,2023-01-18 14:35:42+00:00,51.4989948,-0.1991229
cabbies really should stop using their mobile phones take pictures whilst driving,sexism,2023-01-18 14:06:05+00:00,51.5384287,-0.0999051
Hahaha Stupid cunt,sexism,2023-01-18 14:02:20+00:00,51.4952111,-0.1163354
bringing double pedal china guys,racism,2023-01-18 13:50:15+00:00,51.5384287,-0.0999051
banning males,sexism,2023-01-18 09:53:39+00:00,51.4952111,-0.1163354
debate would suggest looking around sitting with Yesterday retweeted speech from gender critical feminist quoting Mein Kampf support views,sexism,2023-01-18 09:37:40+00:00,51.5110713,-0.0144629
seem very dumb,disability,2023-01-18 09:17:13+00:00,51.4989948,-0.1991229
know very poor journalism woman defending misogynist,sexism,2023-01-18 08:51:36+00:00,51.5384287,-0.0999051
have seen woman with bare legs People,sexism,2023-01-18 08:43:31+00:00,51.5073359,-0.12765
Morning dunno shame these women endorse bastrd misogynists like Clarkson,sexism,2023-01-18 08:17:45+00:00,51.5384287,-0.0999051
What novel idea guys girls such shame that hook girl culture drowned most real stuff,sexism,2023-01-18 01:38:38+00:00,51.5073359,-0.12765
wanna join just need stop smoking drinking doing coke working with cartel kill pedofiles Chinese tirads Iran china Taliban murder animal abusers that fucking order Notting happens just wait,racism,2023-01-18 01:12:34+00:00,51.5423045,-0.1395604
either stupid constantly stoned,disability,2023-01-18 00:00:15+00:00,51.4686132,-0.3613471
Totally Shite gered bastardos crappyolaed,religion,2023-01-17 23:06:21+00:00,51.5384287,-0.0999051
lovely idiot,disability,2023-01-17 22:13:41+00:00,51.5384287,-0.0999051
lass Brighton shouting baby doesn work Figures have real problem with women logic,sexism,2023-01-17 21:55:12+00:00,51.4989948,-0.1991229
irony that homosexual misogynist,sexual_orientation,2023-01-17 21:44:47+00:00,51.5126553,-0.3051952
time made make Sorry leave true gent incredibly gifted broadcaster,disability,2023-01-17 21:37:42+00:00,51.5423045,-0.1395604
Palestinian children should refuse food from zionists,religion,2023-01-17 21:33:18+00:00,51.5423045,-0.1395604
would leaving London that twat,sexism,2023-01-17 21:00:13+00:00,51.5110713,-0.0144629
love female music know they acting like they fuck with,sexism,2023-01-17 20:43:29+00:00,51.5073359,-0.12765
Really woman apologist Clarkson misogynist much paying,sexism,2023-01-17 20:25:29+00:00,51.65309,-0.2002261
Agree remember good days when could pitch twat players will,sexism,2023-01-17 19:11:11+00:00,51.4028046,0.0148142
drunk however need explain obviously lacking brain,disability,2023-01-17 18:55:32+00:00,51.4686132,-0.3613471
memoir drug addled ramblings very disturbed idiot,disability,2023-01-17 18:17:44+00:00,51.6520851,-0.0810175
should Monica more feminist than love,sexism,2023-01-17 17:56:51+00:00,51.5126553,-0.3051952
trans been hormones years with full beard indistinguishable from happening have vagina whilst waiting surgery should female change,sexism,2023-01-17 17:29:49+00:00,51.3713049,-0.101957
Well youse oink oink whatever hippo noise,religion,2023-01-17 17:26:37+00:00,51.5384287,-0.0999051
Could listen Alex Jones telling each other they best interviewer words another podcast FEMALE WORKPLACE,sexism,2023-01-17 17:21:20+00:00,51.5639957,-0.27590641378489267
kagame sick whole Rwandans sick pathological liar Rwandans same Please Rwandan please count them will always love Rwandan system dictatorship,racism,2023-01-17 16:55:44+00:00,51.41086985,-0.18809708858824303
really Bully cunts,sexism,2023-01-17 16:29:00+00:00,51.5423045,-0.1395604
Girls with forehead will show shege know what saying,sexism,2023-01-17 15:50:49+00:00,51.5389922,0.0804245
Check video Cunts have their Strike goes through,sexism,2023-01-17 15:40:12+00:00,51.4989948,-0.1991229
mean keep being biphobic arsehole intent erasing bisexuality Yeah know,sexual_orientation,2023-01-17 15:30:38+00:00,51.65309,-0.2002261
cringed hard skeleton jumped,disability,2023-01-17 14:52:27+00:00,51.4989948,-0.1991229
Yeah wimmin Nasty bunch they,sexism,2023-01-17 14:49:01+00:00,51.542519299999995,-0.44833493117949663
Atleast zionist lackey,religion,2023-01-17 12:12:04+00:00,51.4096275,-0.3062621
Fuck jock cunt,sexism,2023-01-17 11:30:50+00:00,51.65309,-0.2002261
fella gets,sexism,2023-01-17 10:43:48+00:00,51.5384287,-0.0999051
Women need explain seek anyone permission football match sure doesn need history women football mansplained either,sexism,2023-01-17 10:18:15+00:00,51.5384287,-0.0999051
knees this should priority silly human,disability,2023-01-17 09:22:31+00:00,51.5154795,-0.175365
thought this complete twat from first moment little know actually father figure millions Fuck whole world absolutely finished,sexism,2023-01-17 09:09:05+00:00,51.4745706,-0.0925416
people brain washed quickly,disability,2023-01-17 07:52:15+00:00,51.4686132,-0.3613471
female version Wayne Lineker fucking state,sexism,2023-01-17 07:23:28+00:00,51.4745706,-0.0925416
Please Botox shame normal celebrity influencer woman Nothing wrong with small injection makes feel good,sexism,2023-01-17 06:28:20+00:00,51.4989948,-0.1991229
There nothing more that turns than Athletic girls their wear sports tight pants show your buldge Would strip down underwear,sexism,2023-01-17 04:21:09+00:00,51.4920377,-0.2236401
sometimes lazy fuck sometimes could clean whole building,sexism,2023-01-17 00:47:29+00:00,51.5073359,-0.12765
pity poor ghost writer idiot stupid enough book,disability,2023-01-17 00:21:03+00:00,51.65309,-0.2002261
driver following stopped asked were mean point replied,disability,2023-01-16 23:34:35+00:00,51.5073359,-0.12765
going revive your career bald stupid losers,disability,2023-01-16 23:12:42+00:00,51.5423045,-0.1395604
Hard drain lucky faggot,sexual_orientation,2023-01-16 23:07:16+00:00,51.5073359,-0.12765
everywhere please know when decide start conversation with girl night puts headphones back interested also where lives when trying STAND FUCK,sexism,2023-01-16 22:40:34+00:00,51.5073359,-0.12765
shut really very silly woman,sexism,2023-01-16 21:20:47+00:00,51.4989948,-0.1991229
sound like absolute wipe main utterly ridiculous much fancy boyfriend,disability,2023-01-16 20:38:30+00:00,51.5110713,-0.0144629
blocked years before TERF stuff when attacked woman doing feminism wrong dared have opinion stupid pink versions toys girls instead talking about other things couldn also concerned over those other things same time,sexism,2023-01-16 20:22:33+00:00,51.4820845,-0.0045417
always uneducated blinkered fools support harkles,disability,2023-01-16 18:36:32+00:00,51.4989948,-0.1991229
Precisely Also wants walk into woman toilet abuse someone they will sadly just They going effort register trans,sexism,2023-01-16 18:27:02+00:00,51.4952111,-0.1163354
older meet more people London realise honestly hard make females friends that aren insecure jealous,sexism,2023-01-16 18:15:41+00:00,51.4989948,-0.1991229
Female species,sexism,2023-01-16 17:57:30+00:00,51.5073359,-0.12765
What twats,sexism,2023-01-16 17:47:08+00:00,51.4952111,-0.1163354
Women practice what they preach,sexism,2023-01-16 17:25:50+00:00,51.5639957,-0.27590641378489267
dirty pervert needs filling,sexual_orientation,2023-01-16 16:43:44+00:00,51.4624292,-0.0101787
Going vacation with woman means taking pictures that like,sexism,2023-01-16 16:33:04+00:00,51.5154795,-0.175365
Would strip down underwear force worship your girly cock,sexism,2023-01-16 15:32:35+00:00,51.4920377,-0.2236401
being laughed only room vapid royalists really being laughed,disability,2023-01-16 15:23:31+00:00,51.4989948,-0.1991229
most difficult thing life understanding your woman,sexism,2023-01-16 15:13:16+00:00,51.5639957,-0.27590641378489267
able comprehend articles just posted clearly delusional think,disability,2023-01-16 15:05:47+00:00,51.5073359,-0.12765
assumed character created comedian apparently real person,disability,2023-01-16 13:15:01+00:00,51.5384287,-0.0999051
feminine urge book tickets Cheryl,sexism,2023-01-16 12:32:22+00:00,51.5384287,-0.0999051
Truth told illebaye Phyna hermes woulda perfect,sexism,2023-01-16 11:58:05+00:00,51.4820845,-0.0045417
Nooooooo women business catching stray bullets every,sexism,2023-01-16 10:41:31+00:00,51.5423045,-0.1395604
Went women game morning afternoon speaks self,sexism,2023-01-16 10:17:35+00:00,51.5384287,-0.0999051
accuse lying lost idiot,disability,2023-01-16 09:48:20+00:00,51.5432402,-0.0493621
agree because women these days,sexism,2023-01-16 08:44:28+00:00,51.5110713,-0.0144629
Even females agree with this,sexism,2023-01-16 08:33:16+00:00,51.4745706,-0.0925416
Fucking animals some people,racism,2023-01-16 03:23:06+00:00,51.4820845,-0.0045417
wouldn just easier this girl flat rather than kill fucking husband,sexism,2023-01-15 21:49:59+00:00,51.4989948,-0.1991229
really disappointed like respect Twitter Steph narcissistic attention seeking self absorbed constantly looking affirmation amount paperwork make female,sexism,2023-01-15 21:42:59+00:00,51.5384287,-0.0999051
would worry more about your eyebrows than what successful female rappers love,sexism,2023-01-15 20:59:58+00:00,51.4624292,-0.0101787
Only thank although English soft enough really oddballs into Seriously these dykes queers lowlives really embarrassment,sexual_orientation,2023-01-15 20:51:23+00:00,51.5126553,-0.3051952
Pakistani Muslim millionaire century cult founded paedophile runs Church England millionaire heads must differ threatening women children even though didn prosecute rape gangs,religion,2023-01-15 20:35:44+00:00,51.5126553,-0.3051952
